nrg_cons,nrg_prc,currency,geo\time	2021	2020	2019	2018	2017	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
KWH_LT1000,TAX_RNW,NAC,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,NL	0.0300 	0.0273 	0.0189 	0.0132 	0.0074 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,PL	0.0328 	0.0294 	0.0283 	0.0252 	0.0208 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,PT	0.1241 	0.1087 	0.0825 	0.1184 	0.0935 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,RO	0.0822 	0.0822 	0.0726 	0.0589 	0.0577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,RS	0.0000 	0.0000 	0.0930 	0.0930 	0.0930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,SE	0.0360 	0.0360 	0.0360 	0.0360 	0.0360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,SI	0.0784 	0.0587 	0.0787 	0.0801 	0.0562 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,SK	0.0181 	0.0182 	0.0206 	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,UK	: 	: 	0.0274 	0.0199 	0.0218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,NAC,XK	0.0033 	0.0036 	0.0025 	0.0015 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,AT	0.0815 	0.0682 	0.0613 	0.0634 	0.0753 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,BA	0.0053 	0.0046 	0.0037 	0.0031 	0.0028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,BE	0.0372 	0.0350 	0.0354 	0.0308 	0.0094 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,CY	0.0055 	0.0058 	0.0112 	0.0111 	0.0112 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,CZ	0.0263 	0.0268 	0.0268 	0.0274 	0.0276 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,DE	0.0611 	0.0631 	0.0605 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,DK	0.0050 	0.0101 	0.0087 	0.0185 	0.0200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,EA	0.0445 	0.0495 	0.0497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,EE	0.0141 	0.0139 	0.0128 	0.0112 	0.0134 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,EL	0.0205 	0.0206 	0.0206 	0.0273 	0.0334 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,ES	0.0591 	0.0743 	0.0857 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,EU27_2020	0.0362 	0.0415 	0.0416 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,FI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,FR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,HR	0.0216 	0.0216 	0.0216 	0.0215 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,IE	0.0445 	0.0239 e	0.0198 	0.0384 	0.0408 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,IT	0.0913 	0.1226 	0.1270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,LT	0.0148 	0.0142 	0.0136 	0.0171 	0.0164 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,LU	0.0280 	0.0288 	0.0262 	0.0203 	0.0257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,LV	0.0482 	0.0564 	0.0504 	0.0574 	0.0380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,ME	0.0002 	0.0002 	0.0033 	0.0092 	0.0094 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,NL	0.0259 	0.0233 	0.0162 	0.0115 	0.0065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,PL	0.0122 	0.0112 	0.0108 	0.0098 	0.0082 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,PT	0.1459 	0.1294 	0.0982 	0.1405 	0.1115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,RO	0.0322 	0.0326 	0.0288 	0.0239 	0.0246 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,RS	0.0000 	0.0000 	0.0015 	0.0015 	0.0016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,SE	0.0027 	0.0027 	0.0027 	0.0028 	0.0028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,SI	0.0933 	0.0701 	0.0940 	0.0956 	0.0677 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,SK	0.0225 	0.0231 	0.0262 	0.0281 	0.0287 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,TAX_RNW,PPS,UK	: 	: 	0.0269 	0.0197 	0.0219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,AL	0.0156 e	0.0153 e	0.0156 	0.0152 	0.0143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,AT	0.0744 	0.0676 	0.0635 	0.0602 	0.0622 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,BA	0.0291 	0.0306 	0.0287 	0.0296 	0.0308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,BE	0.0715 	0.0782 	0.0833 	0.0736 	0.0875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,BG	0.0182 	0.0173 	0.0169 	0.0168 	0.0165 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,CY	0.0586 	0.0510 	0.0506 	0.0485 	0.0368 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,CZ	0.0492 	0.0564 	0.0557 	0.0504 	0.0483 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,DE	0.0746 	0.0690 	0.0729 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,DK	0.0777 	0.0718 	0.0733 	0.0777 	0.0748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,EA	0.0483 	0.0549 	0.0563 	: 	: 	0.0287 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,EE	0.0318 	0.0264 	0.0273 	0.0261 	0.0223 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,EL	0.0135 	0.0119 	0.0155 	0.0248 	0.0180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,ES	0.0549 	0.1078 	0.0973 	0.0990 d	0.0989 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,EU27_2020	0.0499 	0.0542 	0.0551 	: 	: 	0.0287 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,FI	0.0718 	0.0716 	0.0722 	0.0691 	0.0655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,FR	0.0384 	0.0399 	0.0361 	0.0358 	0.0334 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,GE	0.0068 e	0.0066 e	0.0071 e	0.0088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,HR	0.0231 	0.0243 	0.0242 	0.0246 	0.0229 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,HU	0.0220 	0.0220 	0.0242 	0.0245 	0.0274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,IE	0.0508 	0.0427 e	0.0455 	0.0454 	0.0481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,IS	0.0638 	0.0572 	0.0661 	0.0691 	0.0741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,IT	0.0457 	0.0463 	0.0469 	0.0308 d	0.0285 d	0.0287 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,LI	0.0260 	0.0277 	0.0240 	0.0232 	0.0126 	0.0129 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,LT	0.0276 	0.0249 	0.0225 	0.0195 	0.0197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,LU	0.0251 	0.0265 	0.0254 	0.0224 	0.0201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,LV	0.0412 	0.0392 	0.0377 	0.0363 	0.0330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,MD	0.0000 	0.0000 	0.0002 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,ME	0.0251 	0.0277 	0.0289 	0.0293 	0.0261 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,MK	0.0047 	0.0122 	0.0122 	0.0122 	0.0127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,MT	0.0179 	0.0175 	0.0173 	0.0176 	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,NL	-0.0482 	-0.0449 	0.0159 	-0.0068 	-0.0205 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,NO	0.0822 	0.0653 	0.0760 	0.0763 	0.0690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,PL	0.0418 	0.0377 	0.0338 	0.0327 	0.0355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,PT	0.0566 	0.0647 	0.0680 	0.0761 	0.0725 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,RO	0.0254 	0.0233 	0.0220 	0.0211 	0.0200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,RS	0.0463 	0.0429 	0.0408 	0.0407 	0.0402 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,SE	0.0874 	0.0815 	0.0912 	0.0920 	0.0849 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,SI	0.0585 	0.0496 	0.0572 	0.0580 	0.0466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,SK	0.0429 	0.0438 	0.0420 	0.0403 	0.0396 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,TR	0.0116 	0.0125 	0.0145 	0.0119 	0.0146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,UK	: 	: 	0.0153 	0.0134 	0.0129 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,EUR,XK	0.0059 	0.0060 	0.0058 	0.0063 	0.0080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,AL	1.9000 e	1.9000 e	1.9000 	1.9000 	1.9000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,AT	0.0744 	0.0676 	0.0635 	0.0602 	0.0622 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,BA	0.0569 	0.0598 	0.0562 	0.0579 	0.0602 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,BE	0.0715 	0.0782 	0.0833 	0.0736 	0.0875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,BG	0.0356 	0.0339 	0.0331 	0.0329 	0.0322 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,CY	0.0586 	0.0510 	0.0506 	0.0485 	0.0368 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,CZ	1.2520 	1.5000 	1.4300 	1.3000 	1.2500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,DE	0.0746 	0.0690 	0.0729 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,DK	0.5777 	0.5347 	0.5475 	0.5793 	0.5568 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,EE	0.0318 	0.0264 	0.0273 	0.0261 	0.0223 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,EL	0.0135 	0.0119 	0.0155 	0.0248 	0.0180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,ES	0.0549 	0.1078 	0.0973 	0.0990 d	0.0989 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,FI	0.0718 	0.0716 	0.0722 	0.0691 	0.0655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,FR	0.0384 	0.0399 	0.0361 	0.0358 	0.0334 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,GE	0.0248 e	0.0249 e	0.0232 e	0.0264 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,HR	0.1735 	0.1834 	0.1795 	0.1822 	0.1716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,HU	7.8864 	7.8518 	7.9802 	7.9288 	8.4553 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,IE	0.0508 	0.0427 e	0.0455 	0.0454 	0.0481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,IS	9.4825 	9.1905 	9.0951 	9.0870 	9.1751 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,IT	0.0457 	0.0463 	0.0469 	0.0308 d	0.0285 d	0.0287 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,LI	0.0278 	0.0300 	0.0263 	0.0265 	0.0144 	0.0140 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,LT	0.0276 	0.0249 	0.0225 	0.0195 	0.0197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,LU	0.0251 	0.0265 	0.0254 	0.0224 	0.0201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,LV	0.0412 	0.0392 	0.0377 	0.0363 	0.0330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,MD	0.0000 	0.0000 	0.0043 	0.0153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,ME	0.0251 	0.0277 	0.0289 	0.0293 	0.0261 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,MK	0.2898 	0.7548 	0.7515 	0.7532 	0.7789 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,MT	0.0179 	0.0175 	0.0173 	0.0176 	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,NL	-0.0482 	-0.0449 	0.0159 	-0.0068 	-0.0205 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,NO	0.8340 	0.7001 	0.7576 	0.7329 	0.6534 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,PL	0.1918 	0.1685 	0.1453 	0.1405 	0.1507 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,PT	0.0566 	0.0647 	0.0680 	0.0761 	0.0725 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,RO	0.1256 	0.1133 	0.1046 	0.0980 	0.0918 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,RS	5.4413 	5.0478 	4.7957 	4.8176 	4.7959 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,SE	0.8881 	0.8412 	0.9723 	0.9538 	0.8218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,SI	0.0585 	0.0496 	0.0572 	0.0580 	0.0466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,SK	0.0429 	0.0438 	0.0420 	0.0403 	0.0396 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,TR	0.1330 	0.1116 	0.0921 	0.0764 	0.0629 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,UK	: 	: 	0.0135 	0.0119 	0.0115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,NAC,XK	0.0059 	0.0060 	0.0058 	0.0063 	0.0080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,AL	0.0295 e	0.0299 e	0.0320 	0.0316 	0.0307 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,AT	0.0651 	0.0595 	0.0559 	0.0534 	0.0551 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,BA	0.0568 	0.0595 	0.0559 	0.0582 	0.0607 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,BE	0.0641 	0.0693 	0.0738 	0.0652 	0.0775 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,BG	0.0338 	0.0326 	0.0318 	0.0327 	0.0327 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,CY	0.0640 	0.0563 	0.0574 	0.0545 	0.0412 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,CZ	0.0654 	0.0804 	0.0767 	0.0712 	0.0691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,DE	0.0675 	0.0624 	0.0659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,DK	0.0582 	0.0540 	0.0552 	0.0580 	0.0556 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,EA	0.0465 	0.0538 	0.0547 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,EE	0.0396 	0.0325 	0.0336 	0.0328 	0.0286 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,EL	0.0163 	0.0144 	0.0188 	0.0298 	0.0215 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,ES	0.0585 	0.1157 	0.1044 	0.1062 d	0.1077 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,EU27_2020	0.0493 	0.0545 	0.0549 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,FI	0.0568 	0.0570 	0.0583 	0.0558 	0.0527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,FR	0.0353 	0.0367 	0.0332 	0.0321 	0.0298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,HR	0.0357 	0.0376 	0.0368 	0.0374 	0.0354 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,HU	0.0354 	0.0368 	0.0374 	0.0386 	0.0427 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,IE	0.0424 	0.0355 e	0.0379 	0.0389 	0.0416 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,IS	0.0423 	0.0439 	0.0455 	0.0465 	0.0474 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,IT	0.0460 	0.0465 	0.0471 	0.0307 d	0.0284 d	0.0292 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,LT	0.0405 	0.0371 	0.0335 	0.0296 	0.0306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,LU	0.0194 	0.0210 	0.0201 	0.0179 	0.0163 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,LV	0.0558 	0.0530 	0.0510 	0.0501 	0.0468 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,ME	0.0498 	0.0546 	0.0569 	0.0573 	0.0523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,MK	0.0102 	0.0269 	0.0268 	0.0268 	0.0282 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,MT	0.0203 	0.0204 	0.0206 	0.0208 	0.0222 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,NL	-0.0416 	-0.0384 	0.0136 	-0.0059 	-0.0180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,NO	0.0551 	0.0482 	0.0522 	0.0512 	0.0467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,PL	0.0716 	0.0641 	0.0553 	0.0545 	0.0594 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,PT	0.0665 	0.0770 	0.0810 	0.0903 	0.0865 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,RO	0.0492 	0.0450 	0.0415 	0.0398 	0.0391 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,RS	0.0871 	0.0823 	0.0782 	0.0797 	0.0807 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LT1000,VAT,PPS,SE	0.0678 	0.0636 	0.0736 	0.0730 	0.0637 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
